time,MVSI,high_low,VNI_Sma200
2023-04-19,0.5253255461168271,-18,-48.899850000000015
2023-04-20,0.5207902808549558,-17,-47.881599999999935
2023-04-21,0.5236074619549291,-33,-53.45849999999973
2023-04-24,0.5221233202021047,-14,-54.30885000000012
2023-04-25,0.5234565563600452,-17,-60.24504999999999
2023-04-26,0.5162192908695106,-27,-53.66665000000012
2023-04-27,0.5096633847612284,-10,-54.178249999999935
2023-04-28,0.5112243103242051,-27,-44.15740000000005
2023-05-04,0.5165779214166342,-14,-51.99635000000012
2023-05-05,0.5186136749884191,-36,-51.62830000000008
2023-05-08,0.5339056738299287,-4,-38.67055000000005
2023-05-09,0.539707164861452,-15,-36.893150000000105
2023-05-10,0.5549113121397552,0,-31.812000000000126
2023-05-11,0.5696436538101622,-4,-32.34595000000013
2023-05-12,0.580749243958838,-19,-21.929750000000013
2023-05-15,0.5953009335606133,3,-22.45595000000003
2023-05-16,0.5986561976265857,-1,-21.611699999999928
2023-05-17,0.605397570168441,-6,-26.44139999999993
2023-05-18,0.6013925760319004,3,-17.98759999999993
2023-05-19,0.6009155119303794,-11,-18.607750000000124
